care.virtue,care.vice,authority.virtue,fairness.vice,fairness.virtue,loyalty.vice,loyalty.virtue,sanctity.virtue,authority.vice,sanctity.vice,moral_nonmoral_ratio,f_var
0.037037037037037035,0.0,0.4074074074074074,0.14814814814814814,0.07407407407407407,0.0,0.2962962962962963,0.037037037037037035,0.0,0.0,0.06293706293706294,0.02043895747599451
0.10714285714285714,0.10714285714285714,0.25,0.0,0.0,0.0,0.5357142857142857,0.0,0.0,0.0,0.059957173447537475,0.030272108843537412
0.022727272727272728,0.11363636363636363,0.6136363636363636,0.0,0.06818181818181818,0.0,0.18181818181818182,0.0,0.0,0.0,0.10114942528735632,0.036409550045913695
0.25806451612903225,0.16129032258064516,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.0,0.0,0.0,0.03225806451612903,0.41935483870967744,0.08959537572254335,0.019528269164065207
0.03571428571428571,0.03571428571428571,0.14285714285714285,0.07142857142857142,0.17857142857142858,0.0,0.4642857142857143,0.07142857142857142,0.0,0.0,0.0877742946708464,0.02006802721088436
0.05357142857142857,0.14285714285714285,0.21428571428571427,0.017857142857142856,0.05357142857142857,0.0,0.17857142857142858,0.30357142857142855,0.017857142857142856,0.017857142857142856,0.2153846153846154,0.01078514739229025
0.045454545454545456,0.045454545454545456,0.3181818181818182,0.045454545454545456,0.36363636363636365,0.0,0.09090909090909091,0.0,0.045454545454545456,0.045454545454545456,0.07612456747404844,0.01689623507805326
0.03333333333333333,0.06666666666666667,0.16666666666666666,0.1,0.06666666666666667,0.0,0.4666666666666667,0.03333333333333333,0.0,0.06666666666666667,0.07731958762886598,0.01901234567901235
0.1875,0.0,0.1875,0.0,0.125,0.0,0.4375,0.0,0.0,0.0625,0.050314465408805034,0.02013888888888889
0.06896551724137931,0.20689655172413793,0.41379310344827586,0.017241379310344827,0.06896551724137931,0.0,0.1206896551724138,0.017241379310344827,0.034482758620689655,0.05172413793103448,0.15303430079155672,0.015840930109657817
0.1794871794871795,0.5897435897435898,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.10256410256410256,0.05128205128205128,0.0,0.0,0.09090909090909091,0.032792753305573824
0.09523809523809523,0.19047619047619047,0.2857142857142857,0.0,0.3333333333333333,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.07394366197183098,0.01584782060972537
0.125,0.125,0.16666666666666666,0.0,0.16666666666666666,0.041666666666666664,0.375,0.0,0.0,0.0,0.04060913705583756,0.014351851851851853
0.14285714285714285,0.17857142857142858,0.35714285714285715,0.03571428571428571,0.03571428571428571,0.0,0.25,0.0,0.0,0.0,0.07197943444730077,0.016099773242630386
0.17647058823529413,0.29411764705882354,0.29411764705882354,0.0,0.0,0.0,0.11764705882352941,0.11764705882352941,0.0,0.0,0.12830188679245283,0.0146482122260669
0.0625,0.25,0.125,0.0,0.0,0.0,0.0625,0.375,0.0,0.125,0.03411513859275053,0.015798611111111114
0.025,0.15,0.175,0.025,0.075,0.0,0.375,0.1,0.025,0.05,0.05747126436781609,0.01263888888888889
0.1875,0.125,0.25,0.0,0.0625,0.0,0.375,0.0,0.0,0.0,0.0453257790368272,0.01753472222222223
0.16666666666666666,0.1111111111111111,0.3888888888888889,0.0,0.0,0.0,0.2222222222222222,0.05555555555555555,0.0,0.05555555555555555,0.04488778054862843,0.016323731138545954
0.017543859649122806,0.08771929824561403,0.3684210526315789,0.14035087719298245,0.10526315789473684,0.0,0.17543859649122806,0.03508771929824561,0.07017543859649122,0.0,0.10344827586206896,0.01238329742484867
0.03571428571428571,0.5,0.17857142857142858,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.14285714285714285,0.08722741433021806,0.02375283446712019
0.20833333333333334,0.0625,0.0625,0.0,0.5,0.0,0.14583333333333334,0.020833333333333332,0.0,0.0,0.12,0.024768518518518523
0.09523809523809523,0.09523809523809523,0.09523809523809523,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.05675675675675676,0.012320483749055176
0.12903225806451613,0.0967741935483871,0.5483870967741935,0.0,0.03225806451612903,0.0,0.16129032258064516,0.0,0.0,0.03225806451612903,0.10472972972972973,0.028315412186379927
0.045454545454545456,0.022727272727272728,0.5,0.045454545454545456,0.06818181818181818,0.0,0.20454545454545456,0.11363636363636363,0.0,0.0,0.07760141093474426,0.023783287419651064
0.0,0.05,0.6,0.0,0.05,0.0,0.1,0.15,0.0,0.05,0.0447427293064877,0.03333333333333334
0.07407407407407407,0.3148148148148148,0.2222222222222222,0.037037037037037035,0.0,0.0,0.14814814814814814,0.09259259259259259,0.0,0.1111111111111111,0.07520891364902507,0.010912970583752478
0.05263157894736842,0.10526315789473684,0.631578947368421,0.0,0.10526315789473684,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.06129032258064516,0.0365958756540474
0.07142857142857142,0.0,0.17857142857142858,0.07142857142857142,0.42857142857142855,0.0,0.21428571428571427,0.03571428571428571,0.0,0.0,0.033532934131736525,0.019217687074829935
0.05,0.0,0.6,0.0,0.15,0.0,0.15,0.0,0.0,0.05,0.06514657980456026,0.034444444444444444
0.0,0.0,0.5263157894736842,0.0,0.10526315789473684,0.0,0.3684210526315789,0.0,0.0,0.0,0.07480314960629922,0.03598030163127117
0.0967741935483871,0.1935483870967742,0.06451612903225806,0.12903225806451613,0.2903225806451613,0.0,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0748792270531401,0.007966238871545843
0.03333333333333333,0.4666666666666667,0.1,0.03333333333333333,0.13333333333333333,0.0,0.2,0.03333333333333333,0.0,0.0,0.0967741935483871,0.02098765432098766
0.09803921568627451,0.21568627450980393,0.35294117647058826,0.13725490196078433,0.0392156862745098,0.0,0.13725490196078433,0.0196078431372549,0.0,0.0,0.16558441558441558,0.013366653851082917
0.2,0.06666666666666667,0.5333333333333333,0.0,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.0,0.060240963855421686,0.027901234567901237
0.23333333333333334,0.06666666666666667,0.4666666666666667,0.03333333333333333,0.06666666666666667,0.0,0.1,0.0,0.03333333333333333,0.0,0.05825242718446602,0.021481481481481487
0.0,0.08,0.12,0.0,0.16,0.0,0.2,0.4,0.0,0.04,0.06476683937823834,0.016444444444444446
0.208955223880597,0.05970149253731343,0.014925373134328358,0.014925373134328358,0.05970149253731343,0.0,0.22388059701492538,0.40298507462686567,0.0,0.014925373134328358,0.10029940119760479,0.018219846043414766
0.23076923076923078,0.07692307692307693,0.5384615384615384,0.0,0.0,0.0,0.07692307692307693,0.038461538461538464,0.0,0.038461538461538464,0.053830227743271224,0.028665351742274817
0.0,0.12244897959183673,0.20408163265306123,0.0,0.3877551020408163,0.0,0.061224489795918366,0.20408163265306123,0.0,0.02040816326530612,0.15170278637770898,0.01697903651256421
0.043478260869565216,0.043478260869565216,0.4782608695652174,0.0,0.0,0.0,0.30434782608695654,0.0,0.043478260869565216,0.08695652173913043,0.0688622754491018,0.026065952530980888
0.0,0.35714285714285715,0.21428571428571427,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.054901960784313725,0.013832199546485258
