care.virtue,fairness.virtue,loyalty.virtue,authority.virtue,sanctity.virtue,care.vice,fairness.vice,loyalty.vice,authority.vice,sanctity.vice,moral,moral_nonmoral_ratio,f_var
0.125,0.1875,0.5625,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0625,0.035955056179775284,0.030555555555555558
0.5909090909090909,0.0,0.09090909090909091,0.3181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.03642384105960265,0.03985307621671259
0.0,0.0,0.4,0.4,0.12,0.0,0.0,0.0,0.0,0.0,0.08,0.04180602006688963,0.02775111111111112
0.11764705882352941,0.11764705882352941,0.058823529411764705,0.23529411764705882,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.4117647058823529,0.037037037037037035,0.005728565936178393
0.25,0.09090909090909091,0.11363636363636363,0.25,0.0,0.11363636363636363,0.045454545454545456,0.022727272727272728,0.022727272727272728,0.0,0.09090909090909091,0.07308970099667775,0.008838383838383838
0.041666666666666664,0.041666666666666664,0.16666666666666666,0.4583333333333333,0.125,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.037209302325581395,0.019984567901234568
0.0,0.0,0.36363636363636365,0.6363636363636364,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.024719101123595506,0.04738292011019283
0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.15384615384615385,0.026970954356846474,0.05844838921761998
0.6206896551724138,0.06896551724137931,0.13793103448275862,0.10344827586206896,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.0,0.06444444444444444,0.03579072532699168
0.047619047619047616,0.0,0.0,0.09523809523809523,0.0,0.19047619047619047,0.0,0.0,0.0,0.6190476190476191,0.047619047619047616,0.05898876404494382,0.03779289493575208
0.06896551724137931,0.13793103448275862,0.3793103448275862,0.06896551724137931,0.0,0.034482758620689655,0.0,0.13793103448275862,0.0,0.0,0.1724137931034483,0.09119496855345911,0.013793103448275862
0.38461538461538464,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.0,0.11538461538461539,0.07692307692307693,0.0,0.0,0.0,0.038461538461538464,0.0896551724137931,0.015532544378698228
0.4444444444444444,0.1111111111111111,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.06143344709897611,0.01769547325102881
